codigo,preco,hora,data
"NCRI11", "R$8.59","18:03:08", "02/01/2025"
"NCRI11", "R$8.59","18:03:09", "02/01/2025"
"NCRI11", "R$8.59","18:03:10", "02/01/2025"
"NCRI11", "R$8.59","18:03:11", "02/01/2025"
"NVIF11", "R$0.00","18:03:14", "02/01/2025"
"NVIF11", "R$0.00","18:03:14", "02/01/2025"
"ARRI11", "R$7.92","18:03:15", "02/01/2025"
"OUJP11", "R$71.35","18:03:18", "02/01/2025"
"PNCR11", "R$70.20","18:03:20", "02/01/2025"
"PNCR11", "R$70.20","18:03:20", "02/01/2025"
"PMIS11", "R$7.58","18:03:23", "02/01/2025"
"PMIS11", "R$7.58","18:03:24", "02/01/2025"
"PATC11", "R$34.49","18:03:27", "02/01/2025"
"HGFF11", "R$69.88","18:03:30", "02/01/2025"
"HGFF11", "R$69.88","18:03:31", "02/01/2025"
"HGCR11", "R$93.67","18:03:34", "02/01/2025"
"PORD11", "R$7.68","18:03:36", "02/01/2025"
"PLRI11", "R$12.64","18:03:38", "02/01/2025"
"PLRI11", "R$12.64","18:03:39", "02/01/2025"
"PRSV11", "R$55.16","18:03:40", "02/01/2025"
"PRSV11", "R$55.16","18:03:41", "02/01/2025"
"PRSV11", "R$55.16","18:03:42", "02/01/2025"
"PRSV11", "R$55.16","18:03:42", "02/01/2025"
"RZZV11", "R$0.00","18:03:44", "02/01/2025"
"RZZR11", "R$148.89","18:03:45", "02/01/2025"
"RZZR11", "R$148.89","18:03:46", "02/01/2025"
"FIIP11", "R$134.69","18:03:49", "02/01/2025"
"RBRF11", "R$6.52","18:03:54", "02/01/2025"
"RBRF11", "R$6.52","18:03:55", "02/01/2025"
"RBRL11", "R$68.76","18:03:58", "02/01/2025"
"RPRI11", "R$81.82","18:04:00", "02/01/2025"
"RMAI11", "R$85.00","18:04:03", "02/01/2025"
"RINV11", "R$97.40","18:04:04", "02/01/2025"
"RBOP11", "R$235.01","18:04:11", "02/01/2025"
"RZAK11", "R$76.75","18:04:13", "02/01/2025"
"RZAT11", "R$85.85","18:04:15", "02/01/2025"
"RZAT11", "R$85.85","18:04:16", "02/01/2025"
"RZAT11", "R$85.85","18:04:17", "02/01/2025"
"SARE11", "R$3.65","18:04:18", "02/01/2025"
"SPTW11", "R$33.20","18:04:25", "02/01/2025"
"DVLP11", "R$129.70","18:04:29", "02/01/2025"
"PMFO11", "R$90.22","18:04:30", "02/01/2025"
"PMFO11", "R$90.22","18:04:31", "02/01/2025"
"PMFO11", "R$90.22","18:04:31", "02/01/2025"
"PMFO11", "R$90.22","18:04:32", "02/01/2025"
"PMFO11", "R$90.22","18:04:33", "02/01/2025"
"STRX11", "R$168.00","18:04:34", "02/01/2025"
"SNCI11", "R$86.19","18:04:37", "02/01/2025"
"SPMO11", "R$144.00","18:04:39", "02/01/2025"
"TSER11", "R$100.00","18:04:43", "02/01/2025"
"VOTS11", "R$72.96","18:04:43", "02/01/2025"
"TJKB11", "R$270.00","18:04:44", "02/01/2025"
"TJKB11", "R$270.00","18:04:45", "02/01/2025"
"TSNC11", "R$82.01","18:04:46", "02/01/2025"
"TRXB11", "R$136.00","18:04:49", "02/01/2025"
"URPR11", "R$56.81","18:04:51", "02/01/2025"
"VGHF11", "R$7.36","18:04:58", "02/01/2025"
"RVBI11", "R$64.58","18:05:02", "02/01/2025"
"VCJR11", "R$75.87","18:05:02", "02/01/2025"
"VCJR11", "R$75.87","18:05:04", "02/01/2025"
"VCJR11", "R$75.87","18:05:04", "02/01/2025"
"VLJS11", "R$0.00","18:05:06", "02/01/2025"
"VLJS11", "R$0.00","18:05:07", "02/01/2025"
"VSLH11", "R$3.07","18:05:08", "02/01/2025"
"VSLH11", "R$3.07","18:05:08", "02/01/2025"
"VSLH11", "R$3.07","18:05:09", "02/01/2025"
"VIUR11", "R$5.82","18:05:11", "02/01/2025"
"VIFI11", "R$6.69","18:05:12", "02/01/2025"
"VILG11", "R$73.65","18:05:14", "02/01/2025"
"VILG11", "R$73.65","18:05:15", "02/01/2025"
"VISC11", "R$95.81","18:05:16", "02/01/2025"
"WSEC11", "R$8.10","18:05:17", "02/01/2025"
"WHGR11", "R$8.48","18:05:19", "02/01/2025"
"XPCM11", "R$6.78","18:05:21", "02/01/2025"
"XPIN11", "R$69.02","18:05:21", "02/01/2025"
"XPLG11", "R$92.31","18:05:22", "02/01/2025"
"XPML11", "R$97.95","18:05:24", "02/01/2025"
"XPSF11", "R$6.32","18:05:25", "02/01/2025"
"ZAGH11", "R$10.50","18:05:27", "02/01/2025"
"ZIFI11", "R$610.07","18:05:31", "02/01/2025"
"B3SA3", "R$10.24","18:05:33", "02/01/2025"
"ASAI3", "R$5.46","18:05:37", "02/01/2025"
"PETR4", "R$36.90","18:05:39", "02/01/2025"
"MRFG3", "R$17.21","18:05:40", "02/01/2025"
"ITSA4", "R$8.69","18:05:41", "02/01/2025"
"BRAV3", "R$23.47","18:05:42", "02/01/2025"
"VALE3", "R$54.35","18:05:44", "02/01/2025"
"CRFB3", "R$5.54","18:05:45", "02/01/2025"
"CCRO3", "R$10.15","18:05:46", "02/01/2025"
"CSAN3", "R$8.03","18:05:49", "02/01/2025"
"ANIM3", "R$1.57","18:05:52", "02/01/2025"
"RAIZ4", "R$2.12","18:05:53", "02/01/2025"
"VAMO3", "R$4.58","18:05:56", "02/01/2025"
"USIM5", "R$5.16","18:05:57", "02/01/2025"
"BBAS3", "R$23.94","18:05:58", "02/01/2025"
"CMIG4", "R$10.98","18:05:59", "02/01/2025"
"CSNA3", "R$8.44","18:06:00", "02/01/2025"
"BBDC3", "R$10.44","18:06:01", "02/01/2025"
"PETR3", "R$40.60","18:06:02", "02/01/2025"
"LREN3", "R$12.03","18:06:03", "02/01/2025"
"POMO4", "R$7.60","18:06:04", "02/01/2025"
"PETZ3", "R$4.00","18:06:08", "02/01/2025"
"MOVI3", "R$3.56","18:06:09", "02/01/2025"
"CMIN3", "R$5.04","18:06:11", "02/01/2025"
"GOAU4", "R$10.10","18:06:12", "02/01/2025"
"RAIL3", "R$17.86","18:06:14", "02/01/2025"
"ELET3", "R$34.08","18:06:15", "02/01/2025"
"CPLE3", "R$8.19","18:06:16", "02/01/2025"
"GGBR4", "R$17.93","18:06:17", "02/01/2025"
"BRFS3", "R$24.85","18:06:18", "02/01/2025"
"RADL3", "R$21.67","18:06:20", "02/01/2025"
"JBSS3", "R$37.15","18:06:22", "02/01/2025"
"UGPA3", "R$15.90","18:06:23", "02/01/2025"
"GMAT3", "R$6.10","18:06:24", "02/01/2025"
"GMAT3", "R$6.10","18:06:25", "02/01/2025"
"RENT3", "R$32.20","18:06:25", "02/01/2025"
"DXCO3", "R$5.88","18:06:27", "02/01/2025"
"CEAB3", "R$7.51","18:06:28", "02/01/2025"
"YDUQ3", "R$8.43","18:06:30", "02/01/2025"
"CYRE3", "R$16.65","18:06:33", "02/01/2025"
"SUZB3", "R$62.51","18:06:34", "02/01/2025"
"LJQQ3", "R$2.11","18:06:37", "02/01/2025"
"RDOR3", "R$25.31","18:06:39", "02/01/2025"
"TIMS3", "R$14.55","18:06:39", "02/01/2025"
"AURE3", "R$8.60","18:06:40", "02/01/2025"
"KLBN11", "R$23.02","18:06:42", "02/01/2025"
"HYPE3", "R$17.72","18:06:44", "02/01/2025"
"SBFG3", "R$10.63","18:06:45", "02/01/2025"
"WEGE3", "R$52.74","18:06:46", "02/01/2025"
"MULT3", "R$20.47","18:06:50", "02/01/2025"
"ECOR3", "R$4.17","18:06:51", "02/01/2025"
"TOTS3", "R$26.23","18:06:52", "02/01/2025"
"STBP3", "R$13.19","18:06:53", "02/01/2025"
"VVEO3", "R$2.02","18:06:56", "02/01/2025"
"ALOS3", "R$18.16","18:06:57", "02/01/2025"
"SBSP3", "R$88.23","18:06:58", "02/01/2025"
"PSSA3", "R$36.14","18:06:59", "02/01/2025"
"FLRY3", "R$12.01","18:07:01", "02/01/2025"
"BRAP4", "R$16.44","18:07:03", "02/01/2025"
"RECV3", "R$16.49","18:07:06", "02/01/2025"
"VIVA3", "R$18.58","18:07:07", "02/01/2025"
"SLCE3", "R$17.35","18:07:08", "02/01/2025"
"IGTI11", "R$17.26","18:07:08", "02/01/2025"
"TUPY3", "R$21.61","18:07:11", "02/01/2025"
"ELET6", "R$37.87","18:07:12", "02/01/2025"
"TEND3", "R$12.34","18:07:15", "02/01/2025"
"TAEE11", "R$32.83","18:07:16", "02/01/2025"
"ALUP11", "R$26.62","18:07:17", "02/01/2025"
"VIVT3", "R$47.23","18:07:18", "02/01/2025"
"AZZA3", "R$29.11","18:07:20", "02/01/2025"
"INTB3", "R$12.49","18:07:21", "02/01/2025"
"INTB3", "R$12.49","18:07:22", "02/01/2025"
"CURY3", "R$17.41","18:07:23", "02/01/2025"
"SMFT3", "R$16.79","18:07:24", "02/01/2025"
"EGIE3", "R$35.38","18:07:25", "02/01/2025"
"GRND3", "R$4.97","18:07:26", "02/01/2025"
"SMTO3", "R$23.16","18:07:27", "02/01/2025"
"CPFE3", "R$31.40","18:07:29", "02/01/2025"
"BPAN4", "R$6.21","18:07:30", "02/01/2025"
"GGPS3", "R$14.06","18:07:32", "02/01/2025"
"CSMG3", "R$20.52","18:07:33", "02/01/2025"
"ARML3", "R$5.04","18:07:37", "02/01/2025"
"MDIA3", "R$19.47","18:07:39", "02/01/2025"
"ABCB4", "R$19.28","18:07:40", "02/01/2025"
"RAPT4", "R$9.96","18:07:41", "02/01/2025"
"SAPR4", "R$5.32","18:07:42", "02/01/2025"
"CAML3", "R$5.62","18:07:45", "02/01/2025"
"PLPL3", "R$9.04","18:07:46", "02/01/2025"
"KLBN4", "R$4.54","18:07:50", "02/01/2025"
"TTEN3", "R$13.32","18:07:53", "02/01/2025"
"NEOE3", "R$18.94","18:07:55", "02/01/2025"
"VITT3", "R$5.29","18:07:57", "02/01/2025"
"KEPL3", "R$9.36","18:07:57", "02/01/2025"
"LOGG3", "R$18.32","18:07:59", "02/01/2025"
"VULC3", "R$15.68","18:08:00", "02/01/2025"
"BLAU3", "R$12.95","18:08:01", "02/01/2025"
"RANI3", "R$6.71","18:08:02", "02/01/2025"
"MDNE3", "R$10.57","18:08:03", "02/01/2025"
"BRSR6", "R$10.14","18:08:04", "02/01/2025"
"LAVV3", "R$7.42","18:08:05", "02/01/2025"
"MTRE3", "R$2.81","18:08:07", "02/01/2025"
"JALL3", "R$4.54","18:08:07", "02/01/2025"
"POSI3", "R$5.08","18:08:08", "02/01/2025"
"MILS3", "R$8.33","18:08:09", "02/01/2025"
"WIZC3", "R$5.48","18:08:10", "02/01/2025"
"SYNE3", "R$5.34","18:08:11", "02/01/2025"
"MYPK3", "R$11.53","18:08:12", "02/01/2025"
"VLID3", "R$21.66","18:08:13", "02/01/2025"
"PFRM3", "R$6.12","18:08:14", "02/01/2025"
"SOJA3", "R$10.12","18:08:16", "02/01/2025"
"TRIS3", "R$4.30","18:08:17", "02/01/2025"
"TASA4", "R$8.25","18:08:20", "02/01/2025"
"VSTE3", "R$6.87","18:08:23", "02/01/2025"
"BMOB3", "R$13.14","18:08:25", "02/01/2025"
"JSLG3", "R$5.26","18:08:26", "02/01/2025"
"AGRO3", "R$22.27","18:08:27", "02/01/2025"
"POMO3", "R$5.82","18:08:29", "02/01/2025"
"TGMA3", "R$28.22","18:08:31", "02/01/2025"
"LEVE3", "R$26.70","18:08:35", "02/01/2025"
"BMGB4", "R$3.74","18:08:36", "02/01/2025"
"SHUL4", "R$5.65","18:08:37", "02/01/2025"
"KLBN3", "R$4.83","18:08:38", "02/01/2025"
"FIQE3", "R$3.43","18:08:40", "02/01/2025"
"USIM3", "R$5.16","18:08:41", "02/01/2025"
"CMIG3", "R$14.66","18:08:43", "02/01/2025"
"PNVL3", "R$8.60","18:08:45", "02/01/2025"
"TAEE4", "R$11.00","18:08:46", "02/01/2025"
"SAPR3", "R$5.30","18:08:47", "02/01/2025"
"ROMI3", "R$8.24","18:08:48", "02/01/2025"
"CSED3", "R$3.10","18:08:49", "02/01/2025"
"FRAS3", "R$20.45","18:08:52", "02/01/2025"
"ITSA3", "R$8.89","18:08:57", "02/01/2025"
"SANB3", "R$11.34","18:08:58", "02/01/2025"
"ELMD3", "R$28.49","18:09:00", "02/01/2025"
"DESK3", "R$10.46","18:09:01", "02/01/2025"
"UNIP6", "R$46.32","18:09:02", "02/01/2025"
"ETER3", "R$5.09","18:09:05", "02/01/2025"
"BRAP3", "R$15.73","18:09:07", "02/01/2025"
"TPIS3", "R$5.12","18:09:08", "02/01/2025"
"GOAU3", "R$10.15","18:09:12", "02/01/2025"
"SCAR3", "R$17.30","18:09:13", "02/01/2025"
"EUCA4", "R$13.63","18:09:18", "02/01/2025"
"TECN3", "R$5.30","18:09:20", "02/01/2025"
"CSUD3", "R$15.31","18:09:21", "02/01/2025"
"CGRA3", "R$25.33","18:09:28", "02/01/2025"
"GGBR3", "R$16.65","18:09:29", "02/01/2025"
"IGTI3", "R$2.08","18:09:30", "02/01/2025"
"LAND3", "R$14.13","18:09:33", "02/01/2025"
"PTNT4", "R$5.90","18:09:34", "02/01/2025"
"BEES3", "R$8.48","18:09:36", "02/01/2025"
"ENGI4", "R$6.48","18:09:37", "02/01/2025"
"NGRD3", "R$21.84","18:09:39", "02/01/2025"
"EPAR3", "R$5.48","18:09:41", "02/01/2025"
"UCAS3", "R$1.88","18:09:43", "02/01/2025"
"ALUP4", "R$8.89","18:09:45", "02/01/2025"
"CTSA4", "R$0.80","18:09:46", "02/01/2025"
"TASA3", "R$8.68","18:09:47", "02/01/2025"
"CGRA4", "R$25.76","18:09:52", "02/01/2025"
"OFSA3", "R$17.60","18:09:54", "02/01/2025"
"OFSA3", "R$17.60","18:09:55", "02/01/2025"
"WHRL4", "R$4.25","18:09:56", "02/01/2025"
"PDTC3", "R$1.24","18:09:57", "02/01/2025"
"COCE5", "R$24.59","18:09:59", "02/01/2025"
"CEBR3", "R$15.81","18:10:00", "02/01/2025"
"BRSR3", "R$11.66","18:10:02", "02/01/2025"
"BRSR3", "R$11.66","18:10:03", "02/01/2025"
"RAPT3", "R$8.23","18:10:03", "02/01/2025"
"ALUP3", "R$8.93","18:10:06", "02/01/2025"
"PINE3", "R$4.52","18:10:09", "02/01/2025"
"CGAS5", "R$121.00","18:10:10", "02/01/2025"
"BPAC5", "R$7.08","18:10:11", "02/01/2025"
"CEBR6", "R$17.19","18:10:12", "02/01/2025"
"ENGI3", "R$10.50","18:10:14", "02/01/2025"
"BEES4", "R$8.66","18:10:20", "02/01/2025"
"WHRL3", "R$3.86","18:10:21", "02/01/2025"
"WLMM4", "R$29.90","18:10:24", "02/01/2025"
"BPAC3", "R$13.92","18:10:24", "02/01/2025"
"BAZA3", "R$86.14","18:10:25", "02/01/2025"
"DEXP4", "R$8.26","18:10:26", "02/01/2025"
"REDE3", "R$6.29","18:10:31", "02/01/2025"
"EKTR4", "R$50.00","18:10:32", "02/01/2025"
"CPLE5", "R$10.40","18:10:35", "02/01/2025"
"PEAB3", "R$42.50","18:10:36", "02/01/2025"
"EQMA3B", "R$23.55","18:10:37", "02/01/2025"
"TKNO3", "R$50.02","18:10:38", "02/01/2025"
"BGIP4", "R$23.01","18:10:39", "02/01/2025"
"EUCA3", "R$16.60","18:10:39", "02/01/2025"
"CEBR5", "R$15.41","18:10:41", "02/01/2025"
"AFLT3", "R$7.49","18:10:42", "02/01/2025"
"CRPG6", "R$19.96","18:10:47", "02/01/2025"
"BMIN4", "R$16.90","18:10:48", "02/01/2025"
"RPAD5", "R$8.89","18:10:50", "02/01/2025"
"RPAD6", "R$5.72","18:10:51", "02/01/2025"
"UNIP5", "R$50.30","18:10:52", "02/01/2025"
"CEEB3", "R$39.00","18:10:53", "02/01/2025"
"PATI3", "R$26.00","18:10:55", "02/01/2025"
"BGIP3", "R$24.90","18:10:56", "02/01/2025"
"BSLI4", "R$8.47","18:10:59", "02/01/2025"
"EMAE4", "R$41.00","18:11:00", "02/01/2025"
"CEDO4", "R$23.29","18:11:01", "02/01/2025"
"TKNO4", "R$61.00","18:11:03", "02/01/2025"
"CGAS3", "R$120.00","18:11:09", "02/01/2025"
"BMKS3", "R$337.00","18:11:12", "02/01/2025"
"GEPA3", "R$31.00","18:11:21", "02/01/2025"
"PTNT3", "R$8.50","18:11:23", "02/01/2025"
"MWET4", "R$12.60","18:11:25", "02/01/2025"
"BALM3", "R$13.00","18:11:27", "02/01/2025"
"HBTS5", "R$28.50","18:11:28", "02/01/2025"
"BSLI3", "R$8.10","18:11:31", "02/01/2025"
"CRPG3", "R$21.15","18:11:36", "02/01/2025"
"petr4", "R$36.95","18:11:41", "02/01/2025"
"MXRF11", "R$9.26","18:11:42", "02/01/2025"
"AFHI11", "R$91.00","18:11:44", "02/01/2025"
"AFHI11", "R$91.00","18:11:45", "02/01/2025"
"ALZC11", "R$93.50","18:11:45", "02/01/2025"
"ALZR11", "R$100.73","18:11:49", "02/01/2025"
"ALZR11", "R$100.73","18:11:49", "02/01/2025"
"ALZR11", "R$100.73","18:11:50", "02/01/2025"
"ALZR11", "R$100.73","18:11:51", "02/01/2025"
"ARXD11", "R$7.31","18:11:53", "02/01/2025"
"AIEC11", "R$46.50","18:11:54", "02/01/2025"
"AZPL11", "R$6.53","18:11:55", "02/01/2025"
"BCRI11", "R$57.54","18:11:56", "02/01/2025"
"BTML11", "R$111.28","18:11:59", "02/01/2025"
"BTML11", "R$111.28","18:12:00", "02/01/2025"
"BTML11", "R$111.28","18:12:00", "02/01/2025"
"BGRB11", "R$101.50","18:12:07", "02/01/2025"
"BGRB11", "R$101.50","18:12:08", "02/01/2025"
"BGRB11", "R$101.50","18:12:09", "02/01/2025"
"CARE11", "R$1.35","18:12:11", "02/01/2025"
"CARE11", "R$1.35","18:12:12", "02/01/2025"
"CARE11", "R$1.35","18:12:13", "02/01/2025"
"CARE11", "R$1.35","18:12:13", "02/01/2025"
"BICE11", "R$980.00","18:12:15", "02/01/2025"
"BRIM11", "R$960.00","18:12:16", "02/01/2025"
"BRIP11", "R$947.85","18:12:17", "02/01/2025"
"BTHI11", "R$43.90","18:12:24", "02/01/2025"
"CRFF11", "R$65.15","18:12:30", "02/01/2025"
"CCME11", "R$8.64","18:12:32", "02/01/2025"
"CPFF11", "R$60.01","18:12:36", "02/01/2025"
"CPFF11", "R$60.01","18:12:37", "02/01/2025"
"CPSH11", "R$9.04","18:12:38", "02/01/2025"
"CPSH11", "R$9.04","18:12:39", "02/01/2025"
"BLCA11", "R$112.01","18:12:40", "02/01/2025"
"RENV11", "R$9.50","18:12:49", "02/01/2025"
"CYCR11", "R$8.30","18:12:50", "02/01/2025"
"ASMT11", "R$34.30","18:12:53", "02/01/2025"
"ASMT11", "R$34.30","18:12:54", "02/01/2025"
"DPRO11", "R$6.20","18:12:55", "02/01/2025"
"DEVA11", "R$30.90","18:12:55", "02/01/2025"
"DAMT11", "R$11.46","18:12:56", "02/01/2025"
"DAMT11", "R$11.46","18:12:57", "02/01/2025"
"DAMT11", "R$11.46","18:12:58", "02/01/2025"
"EGYR11", "R$3.75","18:13:00", "02/01/2025"
"EQIR11", "R$8.00","18:13:01", "02/01/2025"
"KEVE11", "R$920.00","18:13:04", "02/01/2025"
"EXES11", "R$9.50","18:13:05", "02/01/2025"
"EXES11", "R$9.50","18:13:06", "02/01/2025"
"EXES11", "R$9.50","18:13:06", "02/01/2025"
"EXES11", "R$9.50","18:13:07", "02/01/2025"
"BMII11", "R$0.00","18:13:10", "02/01/2025"
"BMII11", "R$0.00","18:13:10", "02/01/2025"
"BMII11", "R$0.00","18:13:11", "02/01/2025"
"IBCR11", "R$60.50","18:13:12", "02/01/2025"
"GAME11", "R$8.70","18:13:16", "02/01/2025"
"BMLC11", "R$94.19","18:13:20", "02/01/2025"
"FAMB11", "R$780.00","18:13:25", "02/01/2025"
"BPFF11", "R$55.15","18:13:43", "02/01/2025"
"BPML11", "R$72.87","18:13:46", "02/01/2025"
"BPML11", "R$72.87","18:13:46", "02/01/2025"
"CXCI11", "R$64.57","18:13:48", "02/01/2025"
"CXCI11", "R$64.57","18:13:49", "02/01/2025"
"CTXT11", "R$6.49","18:13:51", "02/01/2025"
"CTXT11", "R$6.49","18:13:52", "02/01/2025"
"CTXT11", "R$6.49","18:13:53", "02/01/2025"
"EDFO11", "R$150.50","18:13:55", "02/01/2025"
"EDFO11", "R$150.50","18:13:55", "02/01/2025"
"HUCG11", "R$102.65","18:13:59", "02/01/2025"
"HUSC11", "R$91.37","18:14:00", "02/01/2025"
"HUSC11", "R$91.37","18:14:01", "02/01/2025"
"HUSC11", "R$91.37","18:14:02", "02/01/2025"
"HUSC11", "R$91.37","18:14:02", "02/01/2025"
"HUSC11", "R$91.37","18:14:03", "02/01/2025"
"HUSC11", "R$91.37","18:14:04", "02/01/2025"
"HUSC11", "R$91.37","18:14:04", "02/01/2025"
"PABY11", "R$11.93","18:14:06", "02/01/2025"
"PABY11", "R$11.93","18:14:07", "02/01/2025"
"PABY11", "R$11.93","18:14:08", "02/01/2025"
"PABY11", "R$11.93","18:14:08", "02/01/2025"
"PABY11", "R$11.93","18:14:09", "02/01/2025"
"PABY11", "R$11.93","18:14:10", "02/01/2025"
"RBRP11", "R$49.32","18:14:13", "02/01/2025"
"RCRB11", "R$139.34","18:14:14", "02/01/2025"
"RBED11", "R$101.00","18:14:14", "02/01/2025"
"RBVA11", "R$86.31","18:14:15", "02/01/2025"
"SCPF11", "R$1.82","18:14:19", "02/01/2025"
"TGAR11", "R$87.32","18:14:22", "02/01/2025"
"TGAR11", "R$87.32","18:14:23", "02/01/2025"
"TGAR11", "R$87.32","18:14:24", "02/01/2025"
"BARI11", "R$67.40","18:14:25", "02/01/2025"
"FVPQ11", "R$43.21","18:14:27", "02/01/2025"
"FVPQ11", "R$43.21","18:14:28", "02/01/2025"
"FVPQ11", "R$43.21","18:14:29", "02/01/2025"
"FVPQ11", "R$43.21","18:14:29", "02/01/2025"
"FVPQ11", "R$43.21","18:14:30", "02/01/2025"
"FIGV11", "R$45.00","18:14:30", "02/01/2025"
"PLCR11", "R$74.51","18:14:31", "02/01/2025"
"CVBI11", "R$84.19","18:14:34", "02/01/2025"
"CVBI11", "R$84.19","18:14:35", "02/01/2025"
"CVBI11", "R$84.19","18:14:36", "02/01/2025"
"BTAL11", "R$67.50","18:14:36", "02/01/2025"
"CXCO11", "R$58.70","18:14:37", "02/01/2025"
"HOSI11", "R$87.96","18:14:38", "02/01/2025"
"MGHT11", "R$13.60","18:14:39", "02/01/2025"
"PVBI11", "R$76.80","18:14:40", "02/01/2025"
"DVFF11", "R$6.17","18:14:41", "02/01/2025"
"RFOF11", "R$55.80","18:14:41", "02/01/2025"
"RFOF11", "R$55.80","18:14:42", "02/01/2025"
"RFOF11", "R$55.80","18:14:43", "02/01/2025"
"RFOF11", "R$55.80","18:14:44", "02/01/2025"
"RFOF11", "R$55.80","18:14:44", "02/01/2025"
"BTCI11", "R$8.81","18:14:47", "02/01/2025"
"BTCI11", "R$8.81","18:14:48", "02/01/2025"
"BTCI11", "R$8.81","18:14:49", "02/01/2025"
"BTCI11", "R$8.81","18:14:49", "02/01/2025"
"FLNR11", "R$0.00","18:14:51", "02/01/2025"
"FLNR11", "R$0.00","18:14:52", "02/01/2025"
"FLNR11", "R$0.00","18:14:53", "02/01/2025"
"FLNR11", "R$0.00","18:14:54", "02/01/2025"
"FLNR11", "R$0.00","18:14:54", "02/01/2025"
"FLNR11", "R$0.00","18:14:55", "02/01/2025"
"FLNR11", "R$0.00","18:14:56", "02/01/2025"
"FLNR11", "R$0.00","18:14:57", "02/01/2025"
"FLNR11", "R$0.00","18:14:58", "02/01/2025"
"RBRI11", "R$705.05","18:15:02", "02/01/2025"
"RBRI11", "R$705.05","18:15:03", "02/01/2025"
"CXAG11", "R$72.40","18:15:03", "02/01/2025"
"CXAG11", "R$72.40","18:15:04", "02/01/2025"
"CXAG11", "R$72.40","18:15:05", "02/01/2025"
"OPTM11", "R$0.00","18:15:08", "02/01/2025"
"GZIT11", "R$43.70","18:15:14", "02/01/2025"
"GLOG11", "R$54.79","18:15:17", "02/01/2025"
"MALL11", "R$97.62","18:15:18", "02/01/2025"
"GGRC11", "R$9.90","18:15:19", "02/01/2025"
"HABT11", "R$76.48","18:15:23", "02/01/2025"
"HABT11", "R$76.48","18:15:23", "02/01/2025"
"HABT11", "R$76.48","18:15:24", "02/01/2025"
"HCHG11", "R$68.66","18:15:26", "02/01/2025"
"HAAA11", "R$25.14","18:15:27", "02/01/2025"
"HAAA11", "R$25.14","18:15:28", "02/01/2025"
"HGBS11", "R$188.00","18:15:30", "02/01/2025"
"HGBS11", "R$188.00","18:15:31", "02/01/2025"
"HLOG11", "R$79.00","18:15:34", "02/01/2025"
"HOFC11", "R$24.89","18:15:35", "02/01/2025"
"HDOF11", "R$100.00","18:15:37", "02/01/2025"
"HDOF11", "R$100.00","18:15:38", "02/01/2025"
"HPDP11", "R$81.44","18:15:41", "02/01/2025"
"HGIC11", "R$75.05","18:15:43", "02/01/2025"
"HSAF11", "R$69.80","18:15:45", "02/01/2025"
"HSLG11", "R$77.65","18:15:45", "02/01/2025"
"HSML11", "R$72.89","18:15:47", "02/01/2025"
"ICNE11", "R$0.00","18:15:52", "02/01/2025"
"ICNE11", "R$0.00","18:15:53", "02/01/2025"
"ICNE11", "R$0.00","18:15:53", "02/01/2025"
"INLG11", "R$70.00","18:15:55", "02/01/2025"
"IBBP11", "R$8.75","18:15:59", "02/01/2025"
"ISCJ11", "R$90.00","18:16:01", "02/01/2025"
"IRIM11", "R$62.62","18:16:02", "02/01/2025"
"TMPS11", "R$75.87","18:16:04", "02/01/2025"
"TMPS11", "R$75.87","18:16:05", "02/01/2025"
"TMPS11", "R$75.87","18:16:06", "02/01/2025"
"TMPS11", "R$75.87","18:16:06", "02/01/2025"
"VJFD11", "R$155.02","18:16:10", "02/01/2025"
"VJFD11", "R$155.02","18:16:11", "02/01/2025"
"VJFD11", "R$155.02","18:16:12", "02/01/2025"
"JPPA11", "R$76.51","18:16:16", "02/01/2025"
"JPPA11", "R$76.51","18:16:21", "02/01/2025"
"JSRE11", "R$57.20","18:16:22", "02/01/2025"
"JSCR11", "R$78.48","18:16:25", "02/01/2025"
"JSCR11", "R$78.48","18:16:26", "02/01/2025"
"KISU11", "R$7.09","18:16:27", "02/01/2025"
"KIVO11", "R$59.03","18:16:28", "02/01/2025"
"KIVO11", "R$59.03","18:16:29", "02/01/2025"
"KIVO11", "R$59.03","18:16:30", "02/01/2025"
"KCRE11", "R$8.41","18:16:30", "02/01/2025"
"KCRE11", "R$8.41","18:16:31", "02/01/2025"
"KCRE11", "R$8.41","18:16:32", "02/01/2025"
"KNHF11", "R$82.43","18:16:33", "02/01/2025"
"KNIP11", "R$88.83","18:16:35", "02/01/2025"
"KORE11", "R$80.95","18:16:39", "02/01/2025"
"KORE11", "R$80.95","18:16:39", "02/01/2025"
"KORE11", "R$80.95","18:16:40", "02/01/2025"
"KORE11", "R$80.95","18:16:41", "02/01/2025"
"KORE11", "R$80.95","18:16:42", "02/01/2025"
"KNSC11", "R$8.76","18:16:43", "02/01/2025"
"KNUQ11", "R$101.42","18:16:44", "02/01/2025"
"KNUQ11", "R$101.42","18:16:45", "02/01/2025"
"KNUQ11", "R$101.42","18:16:46", "02/01/2025"
"KNUQ11", "R$101.42","18:16:46", "02/01/2025"
"KNUQ11", "R$101.42","18:16:47", "02/01/2025"
"LASC11", "R$109.39","18:16:48", "02/01/2025"
"LASC11", "R$109.39","18:16:50", "02/01/2025"
"LASC11", "R$109.39","18:16:51", "02/01/2025"
"LFTT11", "R$8.17","18:16:52", "02/01/2025"
"MMVE11", "R$161.74","18:16:55", "02/01/2025"
